abu,abu,lebu,,,,,,,,
adopsi,adopsi,,,,,,,,,
aduh,euh,aduh,,,,,,,,
aktif,aktif,,,,,,,,,
aku,abdi,kuring,urang,,,,,,,
alam,alam,,,,,,,,,
alasan,alesan,,,,,,,,,
aman,aman,,,,,,,,,
amat,pisan,,,,,,,,,
ambil,nyandak,nyokot,bantun,,,,,,,
ancam,ngancam,,,,,,,,,
ancaman,ancaman,,,,,,,,,
aneh,aneh,aheng,,,,,,,,
anehnya,anehna,,,,,,,,,
anggun,anggun,,,,,,,,,
anti,anti,,,,,,,,,
antisipasi,nyegah,,,,,,,,,
api,seuneu,,,,,,,,,
apresiasi,muji,,,,,,,,,
asing,sejen,sanes,,,,,,,,
asyik,asik,,,,,,,,,
badass,badass,,,,,,,,,
bagi,ngabagi,,,,,,,,,
bagus,sae,alus,,,,,,,,
bahagia,bagja,bungah,bingah,,,,,,,
bahaya,bahaya,,,,,,,,,
baik,sae,enya,alus,,,,,,,
ban,ban,,,,,,,,,
bangga,reueus,,,,,,,,,
bantu,bantun,mantuan,tulung,,,,,,,
batal,batal,,,,,,,,,
batas,wates,watas,,,,,,,,
bebas,bebas,,,,,,,,,
beberapa,sababaraha,,,,,,,,,
bela,bela,,,,,,,,,
belakang,tukang,pengker,,,,,,,,
benar,bener,leres,,,,,,,,
bencana,bencana,musibah,,,,,,,,
benci,ceuceub,ngewa,,,,,,,,
berani,wani,wantun,,,,,,,,
berarti,hartina,hartosna,,,,,,,,
berat,beurat,abot,,,,,,,,
berbahaya,picilakaeun,,,,,,,,,
berdarah,getihan,,,,,,,,,
berdoa,ngadua,ngadoa,,,,,,,,
berduka,berduka,,,,,,,,,
berguna,mangpaat,,,,,,,,,
berhak,berhak,,,,,,,,,
berharap,nyangharepan,,,,,,,,,
beri,mere,masihan,,,,,,,,
berkomitmen,komitmen,,,,,,,,,
berlebihan,mubazir,,,,,,,,,
bermanfaat,mangpaat,aya gunana,,,,,,,,
bersaing,saing,nyaingan,,,,,,,,
bersama,bareng,sareng,,,,,,,,
bersedih,keur sedih,hanjelu,,,,,,,,
bersembunyi,nyumput,,,,,,,,,
bersorak,nyorakan,,,,,,,,,
besar,ageung,gede,,,,,,,,
biadab,biadab,,,,,,,,,
biaya,biaya,,,,,,,,,
bingung,ewed,ruwed,,,,,,,,
bodoh,bodo,belet,,,,,,,,
bohong,wadul,bohong,,,,,,,,
bom,bom,,,,,,,,,
buka,muka,,,,,,,,,
bunga,kembang,,,,,,,,,
bungkam,cicing,,,,,,,,,
bunuh,munuh,maehan,,,,,,,,
bunuh diri,bunuh diri,,,,,,,,,
buruk,awon,goreng,teu sae,,,,,,,
buta,buta,,,,,,,,,
cantik,geulis,,,,,,,,,
capai,cape,,,,,,,,,
cari,milarian,neangan,,,,,,,,
cedera,bareuh,,,,,,,,,
cegah,nyegah,,,,,,,,,
cemas,watir,,,,,,,,,
cepat,gancang,enggal,,,,,,,,
cerdas,pinter,,,,,,,,,
cinta,bogoh,,,,,,,,,
cium,cium,,,,,,,,,
cocok,cocog,,,,,,,,,
copet,copet,,,,,,,,,
damai,merenah,,,,,,,,,
dapat,tiasa,,,,,,,,,
daya,daya,,,,,,,,,
diabaikan,diantepkeun,,,,,,,,,
diam,cicing,anteng,,,,,,,,
diancam,diancam,,,,,,,,,
dibersihkan,dikumbah,,,,,,,,,
dicuri,dipaling,dipaok,,,,,,,,
dihukum,dihukum,,,,,,,,,
dikalahkan,dielehkeun,,,,,,,,,
dipercaya,dipercanten,,,,,,,,,
dipermalukan,dipikangewa,,,,,,,,,
dipertanyakan,ditaros,,,,,,,,,
diprovokasi,diprovokasi,,,,,,,,,
disebut-sebut,disebat,,,,,,,,,
ditakuti,disingsieunan,,,,,,,,,
ditangkap,ditangkeup,,,,,,,,,
diteror,diteror,,,,,,,,,
ditinggalkan,ditinggal,,,,,,,,,
ditingkatkan,ditingkatkeun,,,,,,,,,
dituduh,dituduh,,,,,,,,,
ditunda,ditunda,,,,,,,,,
doa,dua,,,,,,,,,
doktrin,doktrin,,,,,,,,,
duka,duka,,,,,,,,,
dukung,dukung,,,,,,,,,
dukungan,dukungan,,,,,,,,,
efektif,efektif,,,,,,,,,
eksklusif,eksklusif,,,,,,,,,
empati,empati,,,,,,,,,
fitnah,fitnah,,,,,,,,,
fokus,fokus,,,,,,,,,
gagah,gagah,,,,,,,,,
gagal,gagal,,,,,,,,,
gampang,gampil,cetek,,,,,,,,
ganggu,ganggu,,,,,,,,,
gaya,gaya,,,,,,,,,
gelap,poek,,,,,,,,,
gentar,gentar,,,,,,,,,
gertak,gertak,,,,,,,,,
gila,gelo,,,,,,,,,
guncang,goncang,,,,,,,,,
guncangan,goncangan,,,,,,,,,
ha,ha,,,,,,,,,
habis,seep,,,,,,,,,
hal,hal,,,,,,,,,
hancur,ancur,,,,,,,,,
hantu,jurig,,,,,,,,,
harapan,harapan,,,,,,,,,
harga,pangaos,hargi,,,,,,,,
harta,harta,,,,,,,,,
hasil,hasil,,,,,,,,,
hati,hate,,,,,,,,,
hati-hati,hati-hati,,,,,,,,,
hebat,hade,,,,,,,,,
heboh,rame,,,,,,,,,
heroik,heroik,,,,,,,,,
hidup,hirup,,,,,,,,,
hilang,leungit,ical,,,,,,,,
hukum,hukum,,,,,,,,,
ikut,milu,,,,,,,,,
ilham,ilham,,,,,,,,,
iman,iman,,,,,,,,,
indah,endah,,,,,,,,,
ingat,emut,,,,,,,,,
ingin,hoyong,hayang,,,,,,,,
interogasi,interogasi,,,,,,,,,
isi,eusi,,,,,,,,,
istimewa,istimewa,,,,,,,,,
jahat,jahat,,,,,,,,,
jamin,jamin,,,,,,,,,
jatuh,labuh,geubis,,,,,,,,
jawab,jawab,nembal,,,,,,,,
jaya,jaya,,,,,,,,,
jelas,jentre,,,,,,,,,
jelek,goreng,awon,,,,,,,,
jenis,jinis,,,,,,,,,
jual,ical,,,,,,,,,
kalah,eleh,,,,,,,,,
kalimat,kalimat,,,,,,,,,
kapal,kapal,,,,,,,,,
karya,karya,,,,,,,,,
kasihan,watir,,,,,,,,,
kaya,bagja,,,,,,,,,
keadilan,kaadilan,,,,,,,,,
keamanan,kaamanan,,,,,,,,,
kebaikan,kebaikan,,,,,,,,,
kebencian,kebencian,,,,,,,,,
keberanian,kawanian,,,,,,,,,
kebetulan,kaleresan,kabeneran,,,,,,,,
kecewa,kuciwa,,,,,,,,,
kehancuran,kahancuran,,,,,,,,,
kehilangan,kaicalan,kahilangan,,,,,,,,
kejahatan,kajahatan,,,,,,,,,
kejam,kejam,,,,,,,,,
keji,keji,,,,,,,,,
kekayaan,kabagjaan,,,,,,,,,
kekerasan,kekerasan,,,,,,,,,
kekuatan,kakuatan,,,,,,,,,
kelaparan,kalaparan,,,,,,,,,
keluar,kaluar,,,,,,,,,
kematian,kamatian,,,,,,,,,
kembali,balik,,,,,,,,,
kena,keuna,,,,,,,,,
kenal,wawuh,,,,,,,,,
kenyamanan,merenahna,,,,,,,,,
kepentingan,kapentingan,,,,,,,,,
keras,heuras,,,,,,,,,
keren,keren,,,,,,,,,
kerugian,karugian,buntung,,,,,,,,
kerusakan,karuksakan,kareksakan,,,,,,,,
kesalahan,kasalahan,,,,,,,,,
kesan,kesan,,,,,,,,,
kesempatan,kasempetan,,,,,,,,,
kesepian,kesepian,,,,,,,,,
kesulitan,kasulitan,,,,,,,,,
ketakutan,katakutan,,,,,,,,,
ketat,ketat,,,,,,,,,
ketegangan,kategangan,,,,,,,,,
kompak,kompak,,,,,,,,,
konflik,konflik,,,,,,,,,
konspirasi,konspirasi,,,,,,,,,
korban,korban,,,,,,,,,
korban jiwa,korban jiwa,,,,,,,,,
kosong,kosong,euweuh,,,,,,,,
kotor,bagedur,balewuh,,,,,,,,
kuat,kiat,,,,,,,,,
kurang,kirang,,,,,,,,,
kutuk,kutuk,,,,,,,,,
kutukan,kutukan,,,,,,,,,
langgar,langgar,,,,,,,,,
larang,larang,,,,,,,,,
larangan,larangan,,,,,,,,,
lawan,lawan,,,,,,,,,
layak,pantes,,,,,,,,,
lebih,leuwih,,,,,,,,,
lebih baik,leuwih sae,,,,,,,,,
lembut,lembut,,,,,,,,,
lengkap,lengkap,lengkap,,,,,,,,
lenyap,ngilang,,,,,,,,,
lewat,liwat,,,,,,,,,
lihat,ningali,nempo,nembo,,,,,,,
lmao,barakatak,,,,,,,,,
luar biasa,luar biasa,,,,,,,,,
lucu,lucu,,,,,,,,,
luka,bareuh,,,,,,,,,
lupa,hilap,poho,,,,,,,,
maaf,punten,hampura,,,,,,,,
mahal,awis,,,,,,,,,
mampu,mampu,,,,,,,,,
marah,ambek,,,,,,,,,
masalah,masalah,,,,,,,,,
mati,ngantunkeun,paeh,modar,,,,,,,
mayat,mayit,,,,,,,,,
melakukan,ngadamel,,,,,,,,,
melanggar,ngalanggar,,,,,,,,,
melemahkan,ngalemahkeun,,,,,,,,,
melindungi,nangtayungan,,,,,,,,,
melumpuhkan,ngalumpuhkeun,,,,,,,,,
memastikan,mastikeun,,,,,,,,,
membahayakan,picilakaeun,,,,,,,,,
membantu,ngabantos,,,,,,,,,
membatalkan,ngabatalkeun,,,,,,,,,
membenci,ngabenci,,,,,,,,,
membuka,muka,,,,,,,,,
membunuh,maehan,ngabunuh,,,,,,,,
memerangi,memerangi,,,,,,,,,
mempertanyakan,dipikataros,,,,,,,,,
memuji,muji,,,,,,,,,
menahan,nahan,,,,,,,,,
menanti,nungguan,,,,,,,,,
menarik,betot,,,,,,,,,
mencurigakan,picurigaeun,,,,,,,,,
mendapatkan,nyungkeun,nampi,,,,,,,,
menderita,nalangsa,,,,,,,,,
mendoktrin,ngadoktrin,,,,,,,,,
mendorong,nyuntrungkeun,,,,,,,,,
mendukung,ngadukung,,,,,,,,,
mendung,mendung,,,,,,,,,
menembak,newak,,,,,,,,,
menerima,nampi,,,,,,,,,
mengakui,ngaku,,,,,,,,,
mengamankan,ngamankeun,,,,,,,,,
mengeluarkan,ngaluarkeun,,,,,,,,,
mengembalikan,malikeun,,,,,,,,,
mengerikan,pikasieuneun,,,,,,,,,
menghancurkan,ngancurkeun,,,,,,,,,
menghargai,ngahargaan,,,,,,,,,
menghindari,ngahindaran,,,,,,,,,
mengusir,ngusir,,,,,,,,,
mengutuk,ngutuk,,,,,,,,,
meninggal,ngantunkeun,,,,,,,,,
meningkatkan,ningkatkeun,,,,,,,,,
menolak,nolak,,,,,,,,,
menunggu,nungguan,,,,,,,,,
menurunkan,nurunkeun,,,,,,,,,
menyadari,nyadar,rumaos,,,,,,,,
menyalahkan,nyalahkeun,,,,,,,,,
menyambut,nganyambut,,,,,,,,,
menyebabkan,nyebabkeun,,,,,,,,,
menyerang,nyerang,,,,,,,,,
menyeret,nyeret,,,,,,,,,
menyesatkan,nyesatkeun,,,,,,,,,
menyita,nyita,,,,,,,,,
meragukan,ngaragukeun,,,,,,,,,
meruntuhkan,ngaruntuhkeun,,,,,,,,,
minta,nyuhunkeun,menta,,,,,,,,
minta maaf,nyungkeun maaf,,,,,,,,,
miskin,melarat,,,,,,,,,
moga,mugia,,,,,,,,,
muda,anom,,,,,,,,,
mudah,gampil,,,,,,,,,
muka,raray,beungeut,,,,,,,,
mulia,mulya,,,,,,,,,
mundur,mundur,,,,,,,,,
murah,mirah,,,,,,,,,
murka,ambek,,,,,,,,,
musuh,musuh,,,,,,,,,
nanti,engke,,,,,,,,,
nekat,nekad,,,,,,,,,
neraka,naraka,,,,,,,,,
ngeri,sieun,,,,,,,,,
ngerti,ngarti,,,,,,,,,
nilai,ponten,nilai,,,,,,,,
oke,enya,,,,,,,,,
oleh,ku,,,,,,,,,
orang bodoh,jalmi belet,,,,,,,,,
pada,dina,,,,,,,,,
padat,padet,,,,,,,,,
pahlawan,pahlawan,,,,,,,,,
palsu,palsu,,,,,,,,,
panas,hareudang,,,,,,,,,
panik,pahibut,panik,,,,,,,,
panjang,panjang,,,,,,,,,
pantat,bujur,,,,,,,,,
parodi,parodi,,,,,,,,,
pasti,pasti,,,,,,,,,
pecah,beulah,,,,,,,,,
peduli,paduli,,,,,,,,,
pelaku,palaku,,,,,,,,,
pelaku kejahatan,palaku kajahatan,,,,,,,,,
pembela,nu ngabela,,,,,,,,,
pemberani,nu wani,,,,,,,,,
pemberontakan,nu berontak,,,,,,,,,
penangkapan,panangkapan,,,,,,,,,
pendukung,nu ngadukung,,,,,,,,,
penembakan,penembakan,,,,,,,,,
pengecut,pengecut,,,,,,,,,
pengunjung,pangunjung,,,,,,,,,
penjara,penjara,,,,,,,,,
penting,penting,,,,,,,,,
penuh,pinuh,,,,,,,,,
penularan,penularan,,,,,,,,,
penyelamat,penyelamat,,,,,,,,,
penyelidikan,penyelidikan,,,,,,,,,
perampok,perampog,,,,,,,,,
perang,perang,,,,,,,,,
perasaan,rarasaan,,,,,,,,,
percaya,percanten,,,,,,,,,
perdamaian,perdamaian,,,,,,,,,
peringatan,peringatan,,,,,,,,,
perjuangan,perjuangan,,,,,,,,,
pertanyaan,tarosan,,,,,,,,,
pertempuran,pertempuran,,,,,,,,,
pikir,mikir,,,,,,,,,
pintar,pinter,,,,,,,,,
populer,kasohor,,,,,,,,,
positif,positif,,,,,,,,,
potong,motong,,,,,,,,,
puja,muja,,,,,,,,,
puji,muji,,,,,,,,,
pukul,nenggeul,,,,,,,,,
pulih,damang,cageur,,,,,,,,
pura,pura,,,,,,,,,
pusing,lieur,,,,,,,,,
racun,racun,,,,,,,,,
rahmat,rahmat,,,,,,,,,
rampas,rampog,,,,,,,,,
ras,ras,,,,,,,,,
raya,raya,,,,,,,,,
rela,ikhlas,,,,,,,,,
rindu,sono,,,,,,,,,
runtuh,runtuh,,,,,,,,,
sadar,eling,,,,,,,,,
saham,saham,,,,,,,,,
sakit,gering,,,,,,,,,
salah,lepat,salah,,,,,,,,
salam,salam,,,,,,,,,
salut,salut,,,,,,,,,
sama,sami,sapertos,,,,,,,,
samping,samping,,,,,,,,,
sangat,pisan,,,,,,,,,
santai,salse,,,,,,,,,
sapa,nyapa,,,,,,,,,
saran,saran,,,,,,,,,
sayang,nyaah,,,,,,,,,
sebab,sabab,,,,,,,,,
sebut,sebat,carios,,,,,,,,
sedih,sedih,,,,,,,,,
segan,segen,,,,,,,,,
selamat,salamat,,,,,,,,,
selesai,rengse,beres,,,,,,,,
semangat,sumanget,,,,,,,,,
sembunyi,nyumput,,,,,,,,,
semoga,mugia,,,,,,,,,
sempat,nyempetkeun,,,,,,,,,
senang,bagja,bungah,bingah,,,,,,,
sendiri,sorangan,,,,,,,,,
senjata,senjata,,,,,,,,,
senyum,seuri,,,,,,,,,
seperti,sapertos,kawas,,,,,,,,
sepi,keueung,,,,,,,,,
seragam,seragam,,,,,,,,,
seram,sieun,,,,,,,,,
serang,serang,,,,,,,,,
serangan,serangan,,,,,,,,,
serikat,serikat,,,,,,,,,
siap,siap,,,,,,,,,
sigap,sigap,,,,,,,,,
silahkan,mangga,,,,,,,,,
simpati,simpati,,,,,,,,,
simpatik,simpatik,,,,,,,,,
solidaritas,solidaritas,,,,,,,,,
sopan,sopan,lemes,,,,,,,,
stres,aral,lieur,,,,,,,,
striker,striker,,,,,,,,,
suap,suap,,,,,,,,,
suka,resep,,,,,,,,,
sulit,hese,,,,,,,,,
super,pisan,,,,,,,,,
surga,sorga,,,,,,,,,
susah,hese,,,,,,,,,
tabah,tabah,,,,,,,,,
tabrak,nabrak,,,,,,,,,
tahan,nahan,,,,,,,,,
tahanan,tahanan,,,,,,,,,
tak kalah,teu eleh,,,,,,,,,
takut,sieun,,,,,,,,,
tanggung jawab,tanggung jawab,,,,,,,,,
tangis,ceurik,,,,,,,,,
tangkap,nangkeup,nanggep,,,,,,,,
tantangan,tantangan,,,,,,,,,
tanya,taros,,,,,,,,,
tegang,teugang,kaku,,,,,,,,
tegas,teges,,,,,,,,,
tembak,tewak,,,,,,,,,
tempur,tempur,,,,,,,,,
tenang,anteng,,,,,,,,,
tenggelam,titeuleum,,,,,,,,,
tentang,perkawis,,,,,,,,,
tentu,tangtu,,,,,,,,,
teramat,pisan,,,,,,,,,
terbesar,pang ageungna,,,,,,,,,
terbunuh,kabunuh,,,,,,,,,
terganggu,kaganggu,,,,,,,,,
tergantung,tergantung,,,,,,,,,
teriak,gorowok,,,,,,,,,
teriakan,gorowok,,,,,,,,,
terima,nampi,,,,,,,,,
terima kasih,hatur nuhun,,,,,,,,,
terimakasih,hatur nuhun,,,,,,,,,
terkejut,reuwas,,,,,,,,,
terkena,keuna,,,,,,,,,
terluka,getihan,,,,,,,,,
teror,teror,,,,,,,,,
terpengaruh,kapangaruh,,,,,,,,,
tersangka,tersangka,,,,,,,,,
tersinggung,pundung,kasigeung,,,,,,,,
tertarik,katarik,kabetot,,,,,,,,
tertentu,nu tangtu,,,,,,,,,
tertinggal,tinggaleun,,,,,,,,,
tidak,teu,,,,,,,,,
tidak aman,teu aman,,,,,,,,,
tinggal,dumuk,,,,,,,,,
tingkat,tingkat,,,,,,,,,
tragedi,tragedi,,,,,,,,,
trauma,trauma,,,,,,,,,
tubuh,awak,salira,,,,,,,,
tuduhan,tuduhan,,,,,,,,,
tukang jualan,tukang icalan,,,,,,,,,
tumpas,numpas,,,,,,,,,
tunda,nunda,,,,,,,,,
tunggu,nunggu,,,,,,,,,
turun,turun,,,,,,,,,
tutup,tutup,,,,,,,,,
uang,artos,acis,,,,,,,,
untung,untung,,,,,,,,,
utuh,utuh,,,,,,,,,
wajib,wajib,,,,,,,,,
waspada,waspada,,,,,,,,,
wow,wow,,,,,,,,,
ya,enya,heeuh,,,,,,,,
yakin,percanten,,,,,,,,,
